,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing
11963,Cuba,,2020-08-25,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0
11964,Cuba,,2020-08-26,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0
11965,Cuba,,2020-08-27,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0
11966,Cuba,,2020-08-28,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0
11967,Cuba,,2020-08-29,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0
11968,Cuba,,2020-08-30,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0
11969,Cuba,,2020-08-31,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0
11970,Cuba,,2020-09-01,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11971,Cuba,,2020-09-02,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11972,Cuba,,2020-09-03,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11973,Cuba,,2020-09-04,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11974,Cuba,,2020-09-05,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11975,Cuba,,2020-09-06,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11976,Cuba,,2020-09-07,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11977,Cuba,,2020-09-08,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11978,Cuba,,2020-09-09,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11979,Cuba,,2020-09-10,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11980,Cuba,,2020-09-11,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
11981,Cuba,,2020-09-12,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
12240,Cayman Islands,,2020-08-16,,,,,,,,,,,
12241,Cayman Islands,,2020-08-17,,,,,,,,,,,
12242,Cayman Islands,,2020-08-18,,,,,,,,,,,
12243,Cayman Islands,,2020-08-19,,,,,,,,,,,
12244,Cayman Islands,,2020-08-20,,,,,,,,,,,
12245,Cayman Islands,,2020-08-21,,,,,,,,,,,
12246,Cayman Islands,,2020-08-22,,,,,,,,,,,
12247,Cayman Islands,,2020-08-23,,,,,,,,,,,
12248,Cayman Islands,,2020-08-24,,,,,,,,,,,
12249,Cayman Islands,,2020-08-25,,,,,,,,,,,
12250,Cayman Islands,,2020-08-26,,,,,,,,,,,
12251,Cayman Islands,,2020-08-27,,,,,,,,,,,
12252,Cayman Islands,,2020-08-28,,,,,,,,,,,
12253,Cayman Islands,,2020-08-29,,,,,,,,,,,
12254,Cayman Islands,,2020-08-30,,,,,,,,,,,
12255,Cayman Islands,,2020-08-31,,,,,,,,,,,
12256,Cayman Islands,,2020-09-01,,,,,,,,,,,
12257,Cayman Islands,,2020-09-02,,,,,,,,,,,
12258,Cayman Islands,,2020-09-03,,,,,,,,,,,
12259,Cayman Islands,,2020-09-04,,,,,,,,,,,
12260,Cayman Islands,,2020-09-05,,,,,,,,,,,
12261,Cayman Islands,,2020-09-06,,,,,,,,,,,
12262,Cayman Islands,,2020-09-07,,,,,,,,,,,
12263,Cayman Islands,,2020-09-08,,,,,,,,,,,
12264,Cayman Islands,,2020-09-09,,,,,,,,,,,
12265,Cayman Islands,,2020-09-10,,,,,,,,,,,
12266,Cayman Islands,,2020-09-11,,,,,,,,,,,
12267,Cayman Islands,,2020-09-12,,,,,,,,,,,
12526,Cyprus,,2020-08-16,2.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12527,Cyprus,,2020-08-17,2.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12528,Cyprus,,2020-08-18,2.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12529,Cyprus,,2020-08-19,2.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12530,Cyprus,,2020-08-20,2.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12531,Cyprus,,2020-08-21,2.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12532,Cyprus,,2020-08-22,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12533,Cyprus,,2020-08-23,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12534,Cyprus,,2020-08-24,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12535,Cyprus,,2020-08-25,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12536,Cyprus,,2020-08-26,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12537,Cyprus,,2020-08-27,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12538,Cyprus,,2020-08-28,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12539,Cyprus,,2020-08-29,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12540,Cyprus,,2020-08-30,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12541,Cyprus,,2020-08-31,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12542,Cyprus,,2020-09-01,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12543,Cyprus,,2020-09-02,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12544,Cyprus,,2020-09-03,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12545,Cyprus,,2020-09-04,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12546,Cyprus,,2020-09-05,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12547,Cyprus,,2020-09-06,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12548,Cyprus,,2020-09-07,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12549,Cyprus,,2020-09-08,2.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12550,Cyprus,,2020-09-09,2.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12551,Cyprus,,2020-09-10,2.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12552,Cyprus,,2020-09-11,2.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12553,Cyprus,,2020-09-12,2.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
12812,Czech Republic,,2020-08-16,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12813,Czech Republic,,2020-08-17,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12814,Czech Republic,,2020-08-18,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12815,Czech Republic,,2020-08-19,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12816,Czech Republic,,2020-08-20,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12817,Czech Republic,,2020-08-21,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12818,Czech Republic,,2020-08-22,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12819,Czech Republic,,2020-08-23,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12820,Czech Republic,,2020-08-24,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12821,Czech Republic,,2020-08-25,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12822,Czech Republic,,2020-08-26,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12823,Czech Republic,,2020-08-27,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12824,Czech Republic,,2020-08-28,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12825,Czech Republic,,2020-08-29,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12826,Czech Republic,,2020-08-30,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12827,Czech Republic,,2020-08-31,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12828,Czech Republic,,2020-09-01,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12829,Czech Republic,,2020-09-02,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12830,Czech Republic,,2020-09-03,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12831,Czech Republic,,2020-09-04,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12832,Czech Republic,,2020-09-05,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12833,Czech Republic,,2020-09-06,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12834,Czech Republic,,2020-09-07,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12835,Czech Republic,,2020-09-08,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12836,Czech Republic,,2020-09-09,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12837,Czech Republic,,2020-09-10,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12838,Czech Republic,,2020-09-11,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
12839,Czech Republic,,2020-09-12,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0
13098,Germany,,2020-08-16,2.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13099,Germany,,2020-08-17,2.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13100,Germany,,2020-08-18,2.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13101,Germany,,2020-08-19,2.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13102,Germany,,2020-08-20,2.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13103,Germany,,2020-08-21,2.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13104,Germany,,2020-08-22,2.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13105,Germany,,2020-08-23,2.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13106,Germany,,2020-08-24,2.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13107,Germany,,2020-08-25,2.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13108,Germany,,2020-08-26,2.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13109,Germany,,2020-08-27,2.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13110,Germany,,2020-08-28,2.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13111,Germany,,2020-08-29,2.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13112,Germany,,2020-08-30,2.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13113,Germany,,2020-08-31,2.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13114,Germany,,2020-09-01,2.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13115,Germany,,2020-09-02,2.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13116,Germany,,2020-09-03,1.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0
13117,Germany,,2020-09-04,1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0
13118,Germany,,2020-09-05,1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0
13119,Germany,,2020-09-06,1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0
13120,Germany,,2020-09-07,1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0
13121,Germany,,2020-09-08,1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0
13122,Germany,,2020-09-09,1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0
13123,Germany,,2020-09-10,1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0
13124,Germany,,2020-09-11,1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0
13125,Germany,,2020-09-12,1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0
13384,Djibouti,,2020-08-16,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13385,Djibouti,,2020-08-17,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13386,Djibouti,,2020-08-18,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13387,Djibouti,,2020-08-19,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13388,Djibouti,,2020-08-20,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13389,Djibouti,,2020-08-21,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13390,Djibouti,,2020-08-22,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13391,Djibouti,,2020-08-23,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13392,Djibouti,,2020-08-24,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13393,Djibouti,,2020-08-25,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13394,Djibouti,,2020-08-26,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13395,Djibouti,,2020-08-27,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13396,Djibouti,,2020-08-28,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13397,Djibouti,,2020-08-29,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13398,Djibouti,,2020-08-30,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13399,Djibouti,,2020-08-31,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13400,Djibouti,,2020-09-01,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13401,Djibouti,,2020-09-02,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13402,Djibouti,,2020-09-03,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13403,Djibouti,,2020-09-04,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13404,Djibouti,,2020-09-05,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13405,Djibouti,,2020-09-06,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13406,Djibouti,,2020-09-07,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13407,Djibouti,,2020-09-08,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13408,Djibouti,,2020-09-09,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13409,Djibouti,,2020-09-10,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13410,Djibouti,,2020-09-11,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13411,Djibouti,,2020-09-12,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
13670,Dominica,,2020-08-16,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13671,Dominica,,2020-08-17,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13672,Dominica,,2020-08-18,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13673,Dominica,,2020-08-19,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13674,Dominica,,2020-08-20,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13675,Dominica,,2020-08-21,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13676,Dominica,,2020-08-22,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13677,Dominica,,2020-08-23,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13678,Dominica,,2020-08-24,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13679,Dominica,,2020-08-25,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13680,Dominica,,2020-08-26,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13681,Dominica,,2020-08-27,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13682,Dominica,,2020-08-28,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13683,Dominica,,2020-08-29,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13684,Dominica,,2020-08-30,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13685,Dominica,,2020-08-31,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13686,Dominica,,2020-09-01,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13687,Dominica,,2020-09-02,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13688,Dominica,,2020-09-03,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13689,Dominica,,2020-09-04,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13690,Dominica,,2020-09-05,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13691,Dominica,,2020-09-06,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13692,Dominica,,2020-09-07,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13693,Dominica,,2020-09-08,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13694,Dominica,,2020-09-09,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13695,Dominica,,2020-09-10,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13696,Dominica,,2020-09-11,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13697,Dominica,,2020-09-12,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
13956,Denmark,,2020-08-16,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13957,Denmark,,2020-08-17,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13958,Denmark,,2020-08-18,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13959,Denmark,,2020-08-19,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13960,Denmark,,2020-08-20,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13961,Denmark,,2020-08-21,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13962,Denmark,,2020-08-22,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13963,Denmark,,2020-08-23,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13964,Denmark,,2020-08-24,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13965,Denmark,,2020-08-25,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13966,Denmark,,2020-08-26,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13967,Denmark,,2020-08-27,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13968,Denmark,,2020-08-28,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13969,Denmark,,2020-08-29,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13970,Denmark,,2020-08-30,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13971,Denmark,,2020-08-31,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13972,Denmark,,2020-09-01,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13973,Denmark,,2020-09-02,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13974,Denmark,,2020-09-03,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13975,Denmark,,2020-09-04,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13976,Denmark,,2020-09-05,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13977,Denmark,,2020-09-06,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13978,Denmark,,2020-09-07,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13979,Denmark,,2020-09-08,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13980,Denmark,,2020-09-09,1.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13981,Denmark,,2020-09-10,1.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13982,Denmark,,2020-09-11,1.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
13983,Denmark,,2020-09-12,1.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0
14242,Dominican Republic,,2020-08-16,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14243,Dominican Republic,,2020-08-17,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14244,Dominican Republic,,2020-08-18,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14245,Dominican Republic,,2020-08-19,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14246,Dominican Republic,,2020-08-20,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14247,Dominican Republic,,2020-08-21,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14248,Dominican Republic,,2020-08-22,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14249,Dominican Republic,,2020-08-23,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14250,Dominican Republic,,2020-08-24,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14251,Dominican Republic,,2020-08-25,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14252,Dominican Republic,,2020-08-26,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14253,Dominican Republic,,2020-08-27,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14254,Dominican Republic,,2020-08-28,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14255,Dominican Republic,,2020-08-29,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14256,Dominican Republic,,2020-08-30,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14257,Dominican Republic,,2020-08-31,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14258,Dominican Republic,,2020-09-01,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14259,Dominican Republic,,2020-09-02,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14260,Dominican Republic,,2020-09-03,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14261,Dominican Republic,,2020-09-04,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14262,Dominican Republic,,2020-09-05,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14263,Dominican Republic,,2020-09-06,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14264,Dominican Republic,,2020-09-07,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14265,Dominican Republic,,2020-09-08,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14266,Dominican Republic,,2020-09-09,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14267,Dominican Republic,,2020-09-10,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
14268,Dominican Republic,,2020-09-11,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
